date,us,indonesia,philippines,malaysia,thailand,vix_index
21/12/2020,-1.4,7.4,0,-6.7,-0.7,25.16
22/12/2020,-1.7,7.5,1,0,11.5,24.23
23/12/2020,2.7,-6.8,-5,2.2,-3,23.31
28/12/2020,-2,-6.1,-0.8,-2.2,9,21.7
29/12/2020,1.4,-4.4,-4.3,1.1,-3.5,23.08
30/12/2020,-1.4,-6.8,1.8,-2.2,-1,22.77
04/01/2021,-1.1,1,1,-7.1,-3,26.97
05/01/2021,4.3,3.5,0,-0.3,-1.5,25.34
06/01/2021,8.1,3.3,-3.8,0.4,5.5,25.07
07/01/2021,4.3,7.7,8,-1.4,3.5,22.37
08/01/2021,3.6,10.5,-3.1,9.5,-2.5,21.56
11/01/2021,3,5.1,3.7,-0.2,-1,24.08
12/01/2021,-1.7,3,-0.2,4.6,4.5,23.33
13/01/2021,-4.6,-3.3,-2.2,-6.6,-4,22.21
14/01/2021,4.6,0.5,0.8,-1,6.5,23.25
15/01/2021,-4.6,-1,-0.3,-0.7,-6,24.34
18/01/2021,0,2.7,-6.3,2.4,6,24.34
19/01/2021,0.5,4.5,-2,2.75,-6.5,23.24
20/01/2021,-0.8,3.3,-1.9,2.75,-1.5,21.58
21/01/2021,2.6,-3.6,-2.1,1.7,-2,21.32
22/01/2021,-2,1.6,4.3,0.3,-1,21.91
25/01/2021,-5.6,0.2,-0.1,-1.8,1,23.19
26/01/2021,0.5,-1.7,1,0.1,0,23.02
27/01/2021,-1.8,-2.7,0,0.3,0,37.21
28/01/2021,2.9,0.6,4.5,-0.45,3,30.21
29/01/2021,2,-2.8,2.5,-0.45,-2.5,33.09
01/02/2021,1.4,-5.1,-6.1,0.15,3,30.24
02/02/2021,1.7,-1.3,4.3,0.15,4,25.56
03/02/2021,4.1,-1.6,6.1,1.9,-4,22.91
04/02/2021,0.2,2.1,2.1,2.1,2,21.77
05/02/2021,2.4,1,0.5,1.1,-0.5,20.87
08/02/2021,0.6,5.2,5.1,0.4,4.5,21.24
09/02/2021,-1.2,1.1,-3.9,4.8,-4,21.63
10/02/2021,-3.6,0.7,1.9,-1.7,1.5,21.99
11/02/2021,4.3,-0.8,-0.6,-0.7,2.5,21.25
15/02/2021,4.5,2,3,0,4,19.97
16/02/2021,10.5,4.5,2.7,16.9,1,21.46
17/02/2021,-4.4,19.7,2,4,3,21.5
18/02/2021,2.4,4.6,10.5,-0.2,1,22.49
19/02/2021,4.3,2.2,0.8,-0.1,2.5,22.05
22/02/2021,2.7,9.9,13.7,-6.6,16,23.45
23/02/2021,-2.3,-7.3,13.5,4.1,-2,23.11
24/02/2021,3.4,-12.9,6.3,1.4,-1.5,21.34
25/02/2021,14.6,10,2.9,2.8,17.5,28.89
26/02/2021,-11.6,5.1,22.4,7.4,1,27.95
01/03/2021,1.2,-3.7,0,-2.7,1,23.35
02/03/2021,-2.6,2.1,1.4,0,4,24.1
03/03/2021,9,-5,5.7,3.2,3,26.67
04/03/2021,8.3,4.7,3.4,2.2,-3,28.57
05/03/2021,0.2,10.5,-0.6,18,12,24.66
08/03/2021,2.4,10,-12,9.1,18.5,25.47
09/03/2021,-6.4,0,17,0.6,-15,24.03
10/03/2021,-0.8,-3.5,0,-7.4,-1,22.56
12/03/2021,10.6,-2.1,36,2.7,0,20.69
15/03/2021,-2,2.8,12.6,14.7,-6,20.03
16/03/2021,1.4,1.8,1.3,-3.1,0.5,19.79
17/03/2021,2.5,-1.8,-2.9,-2.8,-1.5,19.23
18/03/2021,6.5,2.2,11.8,-0.2,-2.5,21.58
19/03/2021,1.3,2.6,-1.1,2.5,1,20.95
22/03/2021,-2.7,-3.7,3,-0.5,3,18.88
23/03/2021,-7.4,-4.2,-0.1,-1.4,-8,20.3
24/03/2021,-1.2,-3.3,0,-3.6,-3,21.2
25/03/2021,2.6,2.6,-15.5,-4,-5,19.81
26/03/2021,4.2,-0.6,-12.1,-2.6,4,18.86
29/03/2021,3.2,1.5,4.2,-3.1,3.5,20.74
30/03/2021,-0.4,6.5,2.7,1.9,7,19.61
31/03/2021,3.6,-1.4,0,-7.9,2.5,19.4
01/04/2021,-7,-8.5,-9,-0.2,-0.5,17.33
02/04/2021,5.2,0,0,-8.2,-1,17.33
05/04/2021,-2.2,-5.5,-1.4,1.2,1,17.91
06/04/2021,-4.4,-6.7,-17.4,-5,2,18.12
07/04/2021,1.7,-4.5,-1.1,-3.9,-5.5,17.16
08/04/2021,-5.4,-7.4,0,-1.2,0,16.95
09/04/2021,3.9,0.8,-0.4,-2.4,-0.5,16.69
12/04/2021,0.8,6.9,11,0.9,0,16.91
13/04/2021,-5.2,6.5,-4.6,6.1,-1.13,16.65
14/04/2021,1.7,-1.7,0,-3.1,-1.13,16.99
15/04/2021,-5.5,-1.3,-10.9,-1,-1.13,16.57
16/04/2021,0.4,-6.9,-7.6,-1,-1.13,16.25
19/04/2021,2.4,-5.3,-5.8,-1.2,-3.5,17.29
20/04/2021,-4.5,-0.2,-4,4.2,3,18.68
21/04/2021,-0.5,1.4,12,-1.2,-5.5,17.5
22/04/2021,-1.6,-2.1,-0.9,-1.2,-3,18.71
23/04/2021,2,0.4,-11.2,3.1,3.5,17.33
26/04/2021,0.8,0.6,17.7,5.4,-5.5,17.64
27/04/2021,5.5,3.7,-12.7,-0.6,3.5,17.56
28/04/2021,-1.3,2.9,0,4.3,0.5,17.28
29/04/2021,2.6,-2.6,-0.3,-3.95,-2,17.61
30/04/2021,-0.8,-2,-2.4,-3.95,-3.5,18.61
03/05/2021,-2.8,0.5,4.2,0.3,-0.33,18.31
04/05/2021,-0.7,-1.1,7.5,-0.2,-0.33,19.48
05/05/2021,-2.5,0,0.4,-7.8,-0.33,19.15
06/05/2021,0.3,-2.8,-7.4,4.5,-5.5,18.39
07/05/2021,0.8,-1.1,-0.6,0.4,1.5,16.69
10/05/2021,2.4,-1.4,-1.4,1.1,2.5,19.66
11/05/2021,2,3,0,1.3,1,21.84
17/05/2021,2.8,2.6,-4.1,3.6,-0.5,19.72
18/05/2021,-1.2,1,0,6.7,3,21.34
19/05/2021,3.5,1.2,-0.9,0,4,22.18
20/05/2021,-4.7,2.8,5.1,-0.5,5,20.67
21/05/2021,-0.5,-4.5,19.8,1.2,-1,20.15
24/05/2021,-1.9,-0.7,2,-2.4,-0.5,18.4
25/05/2021,-4.3,-1,-25.5,0.6,-2.5,18.84
26/05/2021,1.7,0,4.4,0.35,-0.5,17.36
27/05/2021,3.2,-0.4,9.3,0.35,0.5,16.74
28/05/2021,-1.3,0.1,-9.7,-0.3,2,16.76
31/05/2021,0,-1.7,2.3,2.7,1,16.76
02/06/2021,-0.8,-0.5,-4.5,-3,1,17.48
03/06/2021,3.9,-0.4,-2.3,7.4,0.5,18.04
04/06/2021,-7.2,1.2,-2.5,-3,1,16.42
07/06/2021,1.5,-0.8,-4,3.95,-2,16.42
08/06/2021,-3.4,-1.5,0.8,3.95,-2,17.07
09/06/2021,-4.4,-0.9,-4.7,-2.3,-5,17.89
10/06/2021,-5.9,-2.4,-6.5,-1.9,2.5,16.1
11/06/2021,2,-2.1,-3.5,-4.3,-2,15.65
14/06/2021,4.3,1,1.6,-0.6,2,16.39
15/06/2021,-0.3,4,16.8,6.2,1.5,17.02
16/06/2021,8.5,1.4,-1.2,-1.8,-2.5,18.15
17/06/2021,-7.1,9.4,-11.8,8.1,3,17.75
18/06/2021,-6.7,2.1,-4.7,-7.4,0.5,20.7
21/06/2021,5,6.7,-6.9,-1.9,-2,17.89
22/06/2021,-2.5,1.1,21.9,3.4,3,16.66
23/06/2021,2.2,-1.8,-0.5,-1.9,0,16.32
24/06/2021,0.6,-3.4,-13.1,1.1,-6.5,15.97
25/06/2021,3.2,-1.6,0,0.4,4.5,15.62
28/06/2021,-4.7,2.3,26.3,0.2,-0.5,15.76
29/06/2021,-0.7,4,-3.4,3.2,-5,16.02
30/06/2021,-0.2,-1.9,1.5,-4.4,116,15.83
01/07/2021,-1,-0.5,0,-1.2,-118.5,15.48
02/07/2021,-3.3,0.5,-1,-4.3,-0.5,15.07
05/07/2021,0,-1.6,-21.7,-4,0,15.07
06/07/2021,-7.6,-1.2,21.5,0.3,0,16.44
07/07/2021,-3.3,-2.5,0,-4.5,-3.5,16.2
08/07/2021,-2.3,-0.3,-16.7,0.3,-2,19
09/07/2021,6.7,1.5,-3.9,2.7,1.5,16.18
12/07/2021,0.5,-0.5,6.7,9.3,-1.5,16.17
13/07/2021,5.1,-4.1,5,-2.7,-1,17.12
14/07/2021,-6.9,-7.5,-3.6,1.2,-0.5,16.33
15/07/2021,-4.8,-3.4,2,-3.6,-6.5,17.01
16/07/2021,-0.8,-2.2,-6.5,-1.9,1.5,18.45
19/07/2021,-10.2,-4.6,-0.1,-6.2,4,22.5
21/07/2021,10,-1.4,7,8.7,-9.5,17.91
22/07/2021,-1,-0.8,0.5,-10,1,17.69
23/07/2021,-0.2,0.6,-3.4,0.4,-1,17.2
26/07/2021,1.3,0.2,-4,0.4,0,17.58
27/07/2021,-4.8,0.4,-0.6,3.1,0,19.36
28/07/2021,-0.9,0.2,0,1.3,-1.25,18.31
29/07/2021,3.6,-1,4.8,-1.2,-1.25,17.7
30/07/2021,-4.6,-0.5,2,1.2,-1,18.24
02/08/2021,-4.6,-0.5,0,-0.4,0,19.46
03/08/2021,-0.5,-2.7,3.1,-0.5,0,18.04
04/08/2021,1.1,-0.4,-5.4,0.4,-9,17.97
05/08/2021,4,1.3,0.8,1.9,0.5,17.28
06/08/2021,7.5,2.4,-2.3,3.7,-1,16.15
09/08/2021,2.6,1.5,8.4,0,4.5,16.72
10/08/2021,2.6,1.5,0,0.8,0,16.79
12/08/2021,1,1.5,4.3,0.8,7.5,15.59
13/08/2021,-8.3,1.8,11,-3.1,-4.5,15.45
16/08/2021,-1.1,-3.4,-2.2,0.4,1.5,16.12
18/08/2021,-0.7,-0.7,10.2,3,1.3,21.57
19/08/2021,-1.6,0.7,10,-1.1,-0.2,21.67
20/08/2021,1.2,4,-7.6,-1.2,-1,18.56
23/08/2021,-0.3,-0.8,1.3,0.1,4.1,17.15
24/08/2021,4.3,-9.4,7.1,0.5,1.6,17.22
25/08/2021,4.6,-4.8,-0.2,1.3,0.7,16.79
26/08/2021,0.9,-6.4,-2.7,1.3,1.8,18.84
27/08/2021,-4.2,2.1,-2.1,-2.5,-0.1,16.39
30/08/2021,-2.8,-4.9,-0.6,-4.2,-1.8,16.19
31/08/2021,2.9,-5.6,-7.1,0.55,-1,16.48
01/09/2021,-1.5,2.1,3.1,0.55,2.7,16.11
02/09/2021,-1.1,1.2,4.3,0.1,4.1,16.41
03/09/2021,4,0.4,-3,-1.3,-2.3,16.41
06/09/2021,0,-0.1,-0.2,3.2,1.3,16.41
07/09/2021,5,1.2,3.2,-0.1,2.7,18.14
08/09/2021,-3.5,5.5,0,-0.1,4.6,17.96
09/09/2021,-4,0.1,-4.3,0.1,-0.8,18.8
10/09/2021,4.5,-2.7,2.2,2.7,-2.4,20.95
13/09/2021,-1.6,1.3,0,0.6,0.4,19.37
14/09/2021,-4.3,-1.1,3,5.1,-1.2,19.46
15/09/2021,1.6,-1.6,4.2,-0.4,-1.3,18.18
16/09/2021,3.8,0.5,3.6,1.2,11,18.69
17/09/2021,2.5,0.9,1.4,1.2,3.5,20.81
20/09/2021,-5.2,1.9,2.8,2.6,-0.9,25.71
21/09/2021,1.2,6.3,1.4,1.1,-0.6,24.36
22/09/2021,-2.1,-0.1,1.7,0.2,0.9,20.87
23/09/2021,12.9,-3.2,2.9,-0.6,-0.8,18.63
24/09/2021,2.1,1.6,14.3,4,1.95,17.75
27/09/2021,3.5,6.9,4.1,1.4,1.95,18.76
28/09/2021,5.1,4,0,3.6,1.1,23.25
29/09/2021,-2.1,2.2,12,-3.8,-0.2,22.56
30/09/2021,-3,3,-3,-3.2,2.9,23.14
01/10/2021,-2.6,-2.2,3.4,0.7,2.6,21.15
04/10/2021,1.8,-2.4,0.2,0.3,-0.7,22.96
05/10/2021,4.7,-2.2,3.7,6.2,-0.1,21.3
06/10/2021,-0.6,3.7,2.7,5.8,1.4,21
07/10/2021,5.3,1,0.1,8.5,2.6,19.54
08/10/2021,4,1.3,8.5,3.7,2.2,18.77
11/10/2021,0,2,8.9,4.3,3.1,20
12/10/2021,-3.5,-2,1.4,-5.3,1.8,19.85
13/10/2021,-4.1,-1.9,0.8,-4.5,-0.8,18.64
14/10/2021,-2.6,-3.9,-0.9,-3.9,-0.8,16.86
15/10/2021,6,-8.6,-0.8,2.4,0.5,16.3
18/10/2021,3,0,1.1,0.1,3.9,16.31
19/10/2021,3.7,-3.8,-2.9,2.25,-0.7,15.7
21/10/2021,6.4,1.1,-1.5,2.25,1.9,15.01
22/10/2021,-6.9,-1.7,-3,2.4,-3.25,15.43
25/10/2021,-0.1,-1.2,7.8,-1.3,-3.25,15.24
26/10/2021,-2.4,-1.3,-8.1,-3.9,-0.7,15.98
27/10/2021,-6.6,0.4,-5.2,0.7,-1.8,16.98
28/10/2021,3.8,1.5,0.6,0.05,-1.6,16.53
29/10/2021,-2.6,2.6,-4.2,0.05,5.6,16.26
01/11/2021,0.2,4.2,0.6,5.9,1,16.41
02/11/2021,-0.6,-0.5,-0.6,0.3,-4.4,16.03
03/11/2021,5.4,-0.6,-6,-2.43,-1.1,15.1
04/11/2021,-7.6,-0.8,15,-2.43,1.3,15.44
05/11/2021,-7.5,-1.4,5.7,-2.43,-2,16.48
08/11/2021,3.7,-3.3,0,-12.5,-2.5,17.22
09/11/2021,-5.3,-0.3,0,7.1,-2.5,17.78
10/11/2021,11.4,-0.2,0,0.1,1.1,18.73
11/11/2021,0,1.8,38.4,3.8,3.1,17.66
12/11/2021,1.2,1.1,-4.5,1.4,-0.2,16.29
15/11/2021,5.2,-0.2,-34.2,-5.1,-0.2,16.49
16/11/2021,1.9,-1.4,28.9,-23.3,3,16.37
17/11/2021,-4.5,1.2,-14.1,28.6,2.9,17.11
18/11/2021,-0.4,-1.1,-8,0.4,-1.6,17.59
19/11/2021,-3.7,-0.6,-1.3,-3.4,-1.4,17.91
22/11/2021,7.6,0.6,-0.7,1.3,-1,19.17
23/11/2021,4.3,1,1.7,2.5,2.9,19.38
24/11/2021,-3.1,0.6,-0.7,-1.8,0.3,18.58
25/11/2021,0,0.2,-1.7,0.2,0.4,18.58
26/11/2021,-16.1,4.2,0.3,-2,-3.6,28.62
29/11/2021,2.5,-0.3,-4.8,-2.1,-1.4,22.96
30/11/2021,-5.4,3.5,5.5,-1.3,-0.7,27.19
01/12/2021,-4.2,6.6,-5.5,1.3,-2,31.12
02/12/2021,4.1,6.9,3.1,2.2,0.3,27.95
03/12/2021,-10.1,0.5,0.9,-1.7,0.4,30.67
06/12/2021,9.1,1.5,1.5,-1.7,1.05,27.18
07/12/2021,4,-3.6,-1.6,1.6,1.05,21.89
08/12/2021,4.7,-4.8,5.6,0.8,2.7,19.9
09/12/2021,-2.2,-3.9,-6.7,1.7,1.3,21.58
10/12/2021,-1.6,0.7,-2.9,1.3,0.4,18.69
13/12/2021,-6.8,0.6,0.6,0.7,0.4,20.31
14/12/2021,2.6,7.5,-8.8,-1.4,-1.4,21.89
15/12/2021,1.6,0.9,-7.2,2.1,0.9,19.29
16/12/2021,-4.7,6.3,4.6,0.1,-1.6,20.57
17/12/2021,-0.8,-3.2,3.4,-3,-6.2,21.57
20/12/2021,2.1,-2.1,-3.8,-2.9,-1.5,22.87
21/12/2021,3.8,-1.6,-5.3,0.7,0.3,21.01
22/12/2021,-1,-1.8,-1,2.6,1.1,18.63
23/12/2021,4.1,-1.2,0.2,-1.2,2.5,17.96
24/12/2021,0,-2.6,2.5,0.7,2.5,17.96
27/12/2021,-1.6,0.2,0,3.35,-2.3,17.68
28/12/2021,0.5,1.5,-1.7,3.35,-2,17.54
29/12/2021,6.9,0.7,0,-3.3,-1.1,16.95
30/12/2021,-4.1,0.9,17.1,2,1.2,17.33
31/12/2021,0.1,0.8,-23.1,-3.9,2.17,17.22
03/01/2022,11.8,0.5,2.5,2.3,2.17,16.60000038
04/01/2022,1.9,0.3,6,3.3,2.17,16.90999985
05/01/2022,5.8,-7.4,-0.9,-0.2,1.4,19.72999954
06/01/2022,1.6,7.5,0,4.1,3.8,19.61000061
07/01/2022,4.1,6.9,3.7,-1.3,1.4,18.76000023
10/01/2022,-0.3,0.7,-7.2,3.1,3.8,19.39999962
11/01/2022,-2.4,-2.1,0,-1.7,-1.3,18.40999985
12/01/2022,0.8,-3.7,0.4,-0.5,0.8,17.62000084
13/01/2022,-3.9,0,-4.5,-1.8,1.7,20.30999947
14/01/2022,8.1,-1.2,-1.8,-4.9,0.3,19.19000053
17/01/2022,0,-0.6,4.7,1.8,4.8,19.19000053
18/01/2022,8.8,1,3.1,6.3,5.7,22.79000092
19/01/2022,-0.9,2.2,6.7,6.3,1.8,23.85000038
20/01/2022,-6,-0.1,2.8,-5.6,-2.7,25.59000015
21/01/2022,-4.6,0.9,0,-0.5,-2.8,28.85000038
24/01/2022,1.2,-0.9,7.8,1.6,-2.1,29.89999962
25/01/2022,-0.1,-1,0.5,0.6,-0.5,31.15999985
26/01/2022,9.5,0.8,0,-2.3,-1,31.95999908
27/01/2022,-6.5,4.2,5.3,3.5,2.6,30.48999977
28/01/2022,-2.9,0.6,0,-2.9,-0.8,27.65999985
31/01/2022,0.6,-2,-9.2,0.2,-1.6,24.82999992
02/02/2022,-0.1,-1,-7.5,-1,-1.15,22.09000015
03/02/2022,5.5,0.8,-0.7,-1,-1.15,24.35000038
04/02/2022,7.9,2.6,3.5,0.6,4.7,23.21999931
07/02/2022,0.6,2.6,0,5.9,2.9,22.86000061
08/02/2022,4.8,1.3,3.8,-1.2,2.1,21.44000053
09/02/2022,-2.3,-1.8,13.6,-1.2,-1.7,19.95999908
10/02/2022,9,0.4,2.4,-2.3,-0.9,23.90999985
11/02/2022,-9.1,2.6,16.9,2.7,2.9,27.36000061
14/02/2022,4.8,-0.3,8.4,-0.4,-1.2,28.32999992
15/02/2022,5.6,0,-0.7,-0.3,0.8,25.70000076
16/02/2022,-0.5,0,1.6,-2.6,-0.95,24.29000092
17/02/2022,-7.7,-0.3,-2.8,-1.7,-0.95,28.11000061
18/02/2022,-3.2,-0.5,12.4,0.2,-1.9,27.75
21/02/2022,0,-0.5,0,2,-0.2,27.75
22/02/2022,1,0.3,-6.3,-1.1,-0.2,28.80999947
23/02/2022,5.1,-0.2,-6.5,0,5,31.02000046
24/02/2022,-2.6,1.5,-1.4,0,-1.6,30.31999969
25/02/2022,-0.2,0.1,1.8,0.4,-1.3,27.59000015
01/03/2022,-23.4,0,-0.6,-0.1,-4.1,33.31999969
02/03/2022,14.9,3,-4.5,-0.8,-7.4,30.73999977
04/03/2022,-14.6,11.7,0.2,-1.2,1.6,31.97999954
07/03/2022,4.3,10.9,-1,-0.4,0.9,36.45000076
08/03/2022,7.2,2.1,20.1,2.7,6,35.13000107
09/03/2022,10.7,-0.2,-0.9,0.2,7.2,32.45000076
10/03/2022,3.5,-5.5,3.6,0.1,0.7,30.22999954
11/03/2022,0.5,-1.3,16.2,0.1,1.7,30.75
14/03/2022,14,-1,-8.9,0.8,3.8,31.77000046
15/03/2022,1.1,3.2,3.9,0.6,2.2,29.82999992
16/03/2022,4.2,2,-5.4,-0.3,-1.4,26.67000008
17/03/2022,-1.5,-4.1,-2.7,1.5,-3.8,25.67000008
18/03/2022,-2.1,0.1,-2.3,-0.6,-2,23.87000084
21/03/2022,14,-1.9,5.4,0.2,5.4,23.53000069
22/03/2022,9.2,3.1,-0.1,4,5.8,22.94000053
23/03/2022,-9,-0.7,10.1,2.9,0.9,23.56999969
24/03/2022,8,-3,1.1,5.4,0,21.67000008
25/03/2022,10.3,-1.1,0,4.8,3.6,20.80999947
28/03/2022,-1.6,2.8,6.2,9.1,10.8,19.62999916
29/03/2022,-6.4,4,24.4,-1.8,-0.7,18.89999962
30/03/2022,-4.5,-0.4,0,-3.6,-13.8,19.32999992
31/03/2022,-1.1,-1.4,13.6,-5.4,-8.3,20.55999947
01/04/2022,4.4,0.2,0,4.8,7.7,19.62999916
04/04/2022,1.3,1.1,2,3.6,2.3,18.56999969
05/04/2022,15.1,-0.3,-5.3,0.6,-1.4,21.03000069
06/04/2022,5.1,3.9,0,8,0.05,22.10000038
07/04/2022,6,-0.1,-3.4,-1.05,0.05,21.54999924
08/04/2022,4.5,0.9,-3.3,-1.05,1.7,21.15999985
11/04/2022,7.7,5.8,0.4,-0.6,1.5,24.37000084
12/04/2022,-5.8,2.9,0.3,9.5,4.27,24.26000023
13/04/2022,-2.2,3.3,-1.6,-2.5,4.27,21.81999969
14/04/2022,12.7,1.8,3.9,-1.2,4.28,22.70000076
18/04/2022,2.7,4.2,0.1,8.1,4.27,22.17000008
19/04/2022,8.3,-0.2,-1.6,3.45,0.3,21.37000084
20/04/2022,-10.4,1.3,2.1,3.45,4.3,20.31999969
21/04/2022,7.7,-2.4,0,-7.2,2.7,22.68000031
22/04/2022,-1,1.8,4.1,5.4,10.9,28.20999908
25/04/2022,-7.9,5.6,-0.9,6.9,0.9,27.02000046
26/04/2022,-10,-3.1,0,-0.1,-0.6,33.52000046
27/04/2022,11.1,-3.9,7.9,3.9,-1.8,31.60000038
28/04/2022,-0.9,0.1,-12.5,15.4,-1.8,29.98999977
09/05/2022,21.2,29,16.8,-10.2,59.3,34.75
10/05/2022,-4.3,12.6,-13.2,2.4,0.8,32.99000168
11/05/2022,-6.7,-0.2,11,7.9,-1.1,32.56000137
12/05/2022,-7.6,0.9,-7.8,0.1,1.5,31.77000046
13/05/2022,7,-0.9,33.4,0,-0.9,28.87000084
17/05/2022,6.7,-3.5,-20,0,-0.9,26.10000038
18/05/2022,-10.1,-2.5,39.7,-6.4,-10.4,30.95999908
19/05/2022,-4.7,-0.7,-29.2,1.6,-2.2,29.35000038
20/05/2022,-5.7,-7.4,13.6,-7.9,-9.5,29.43000031
23/05/2022,7,-6.7,-25.3,-7.6,-11.1,28.47999954
24/05/2022,-10,3.7,-0.1,-1.8,-0.3,29.45000076
25/05/2022,-0.6,-2.8,66.6,-9.5,0,28.37000084
27/05/2022,-0.7,-10.2,-24.3,1.2,-12.3,25.71999931
30/05/2022,0,-5.4,0.9,-1.1,-0.9,25.71999931
31/05/2022,10.7,1.7,-9.9,3.5,3.8,26.19000053
02/06/2022,6.3,-2.7,1.4,9.2,1.2,24.71999931
03/06/2022,2.7,-7.9,20.3,-4.4,0.7,24.79000092
06/06/2022,10.5,2.2,-4.1,2.85,0.7,25.06999969
07/06/2022,-6.6,5.8,0,2.85,1.4,24.02000046
08/06/2022,4.7,11.1,-0.9,-6.3,-5.5,23.95999908
09/06/2022,2.1,8,4.7,1.4,-1.3,26.09000015
10/06/2022,11.4,-0.9,-4,1.8,1.5,27.75
13/06/2022,20.7,13.4,0,16.1,17.8,34.02000046
14/06/2022,11.1,7.1,-14.1,-1.4,-0.5,32.68999863
15/06/2022,-18.8,2.1,15,-5.1,-0.1,29.62000084
16/06/2022,-9,-4.9,0,2,-1.2,32.95000076
17/06/2022,3,7.9,0,-1.9,-3.7,31.12999916
20/06/2022,0,3.7,0,-0.6,-3.5,31.12999916
21/06/2022,5,-0.1,0,-0.6,-2.2,30.19000053
22/06/2022,-11.8,-1.4,3.1,-3.9,-1.1,28.95000076
23/06/2022,-6.9,-6.4,32.4,-8.8,-5.6,29.04999924
24/06/2022,4.4,-8.8,-7.4,1.2,-0.4,27.22999954
27/06/2022,6.8,-5.5,9,2.6,1.3,26.95000076
28/06/2022,-2.9,2.6,0,0,2.5,28.36000061
29/06/2022,-8.2,-1.5,-1.1,-0.6,-2.5,28.15999985
30/06/2022,-7.6,-6.7,-1,7.4,-2.2,28.70999908
01/07/2022,-13.4,4,-7.1,-8,-2.1,26.70000076
04/07/2022,0,1.9,-2.8,0.3,-14.7,26.70000076
05/07/2022,-7.4,3.9,-3.8,-2.8,5,27.54000092
06/07/2022,12.4,-2.1,-0.9,-6.9,-1.4,26.72999954
07/07/2022,6.5,-5.6,1,2.4,-5.8,26.07999992
08/07/2022,8.5,3.1,-2,2.7,-5.8,24.63999939
11/07/2022,-8.7,2.8,2.1,-5.35,-5.8,26.17000008
12/07/2022,-2.4,-2.4,0.5,-5.35,-5.8,27.29000092
13/07/2022,-3.6,-3.7,-14.5,-3.1,1.1,26.81999969
14/07/2022,2.7,9.7,0,0.3,1.1,26.39999962
15/07/2022,-4.3,4.7,-0.9,1.6,1.5,24.22999954
18/07/2022,6.8,0,17.7,-7.1,1.3,25.29999924
19/07/2022,3.6,6.9,-3.8,5.8,0.1,24.5
20/07/2022,0.4,1.4,-13,0.7,11.1,23.87999916
21/07/2022,-15,2.3,-1.6,-2.3,0.3,23.11000061
22/07/2022,-12.5,-0.4,4.1,-2.7,0.7,23.03000069
25/07/2022,4.6,-9.6,-7.3,-4.1,-12.5,23.36000061
26/07/2022,1.1,1.4,-1.1,-3.4,-1,24.69000053
27/07/2022,-2.1,-2.5,1.6,5.3,-0.4,23.23999977
28/07/2022,-11.1,-9.2,-32.8,-3.9,-1.53,22.32999992
29/07/2022,-2.6,-12.8,-27.3,-6.3,-1.53,21.32999992
01/08/2022,-7.5,-3,17.4,1.5,-1.53,22.84000015
02/08/2022,17.3,7.7,-22.2,-0.9,-0.4,23.93000031
03/08/2022,-4.3,2.1,-14,5.8,-3.4,21.95000076
04/08/2022,-1.7,-0.7,4.9,0.5,0.3,21.44000053
05/08/2022,14.1,-6.3,8.5,-2.5,-3,21.14999962
08/08/2022,-7.2,-1.4,-5.5,3.7,4.7,21.29000092
09/08/2022,2.2,-3.5,-2.5,-2.3,-1.9,21.77000046
10/08/2022,0.5,-0.8,-4.9,2.6,-3,19.73999977
11/08/2022,10.4,-9.8,0.9,-1.5,-0.6,20.20000076
12/08/2022,-5.5,-3.1,-3.6,2.5,-0.25,19.53000069
15/08/2022,-4.5,10,0.7,-4,-0.25,19.95000076
16/08/2022,1.6,-4.4,-8.5,1.6,-4.4,19.69000053
18/08/2022,7.8,1.9,5.9,1.2,1.4,19.55999947
19/08/2022,9.2,4.2,-3.7,-0.6,6.6,20.60000038
22/08/2022,4.2,8,12.8,1.9,9.6,23.79999924
23/08/2022,3.1,-2.5,3.8,1.3,-1.7,24.11000061
24/08/2022,5.9,-8.6,0,-1.3,-0.4,22.81999969
25/08/2022,-7.9,0.3,-4.9,-1.7,-6.4,21.78000069
26/08/2022,1.5,0.5,7.8,0.5,-2.2,25.55999947
29/08/2022,6.2,9.8,11.4,5.1,5.9,26.20999908
30/08/2022,-0.1,-4.9,-2.3,-4.6,-5.1,26.20999908
31/08/2022,9.1,1.3,5.9,1.3,2.4,25.87000084
01/09/2022,6,1.1,4.4,1.3,3.9,25.55999947
02/09/2022,-6.3,0.4,23.7,3.3,11.9,25.46999931
05/09/2022,0,1,-7.5,0,-1.1,25.46999931
06/09/2022,15.8,1.1,14.6,0.3,3.3,26.90999985
07/09/2022,-8.5,4.8,0,8,5.7,24.63999939
08/09/2022,5.4,-3.5,17.6,-6.4,-7.7,23.61000061
09/09/2022,-0.6,-0.4,-10.9,-1.9,-0.9,22.79000092
12/09/2022,4.7,-3.2,12.9,3.2,1.7,23.87000084
13/09/2022,4.9,-2.4,0,-3.8,13.4,27.27000046
14/09/2022,-0.4,0.3,0,9,3.8,26.15999985
15/09/2022,4.6,5.4,1.8,1.9,5.6,26.27000046
16/09/2022,0.1,3.6,0,3.25,5.5,26.29999924
19/09/2022,3.9,-0.2,-3.9,3.25,2.5,25.76000023
20/09/2022,7.3,-1.3,11.5,-1.3,1.8,27.15999985
21/09/2022,-3.2,0.3,5.4,1.3,2.7,27.98999977
22/09/2022,18.3,4,-5.8,3.9,1.7,27.35000038
