country,year,Government expenditure (% of GDP),Government revenue (% of GDP),Gross public debt (% of GDP),Interest on public debt (% of GDP),Primary balance (% of GDP),Primary expenditure (% of GDP),Real GDP growth rate (%),Real long-term bond yield (%)
Romania,2021,37.14225045119,30.419909093329,48.468896125423,1.5120379282162,-5.2103034296442,35.630212522973,5.7088942941613,-3.5900541379858
Romania,2022,37.043440460675,31.230820333888,47.489419810419,2.0761633344878,-3.7364567922992,34.967277126188,4.1070189138822,
Romania,2023,36.616917944456,31.010702682693,48.854045092801,1.9070665495166,-3.6991487122455,34.709851394939,2.1484812004114,
South Africa,2005,25.140367446924,25.038860754125,29.637125748503,2.9490187806206,2.8475120878211,22.191348666304,5.2770450177323,2.6754966329967
South Africa,2006,24.666602109065,25.479904858983,28.030116728567,2.6874531613137,3.5007559112314,21.979148947752,5.6038119135489,2.4762812160693
South Africa,2007,24.428555844052,25.643871061455,24.325986267238,2.4103733362993,3.6256885537026,22.018182507753,5.3604653777197,2.0138110289828
South Africa,2008,26.008531641721,25.52059204257,24.044821033293,2.228528838875,1.7405892397243,23.780002802846,3.1910370014021,0.59216594045032
South Africa,2009,28.45742680718,23.790093386501,26.994637876853,2.2034962954003,-2.4638371252793,26.25393051178,-1.5380860372302,1.357598800763
South Africa,2010,28.340470018306,23.826319032154,31.185362806088,2.3599771188573,-2.1541738672947,25.980492899449,3.0397461787307,2.2538312480928
South Africa,2011,28.079520925084,24.375246045071,34.742040013261,2.4078077780751,-1.2964671019377,25.671713147009,3.1685524341676,0.67982064421681
South Africa,2012,28.618683260315,24.579208967356,37.407879407299,2.5345806951258,-1.5048935978334,26.084102565189,2.3962159311601,1.6322521266211
South Africa,2013,28.910083590186,25.005887856544,40.355903677554,2.7271765279371,-1.177019205705,26.182907062249,2.4854738691629,2.4981837381204
South Africa,2014,29.321059653467,25.394725247491,43.253384900794,2.8644576618224,-1.0618767441536,26.456601991644,1.4138281208779,1.885893146923
South Africa,2015,30.164090181614,25.790097206931,45.195466062311,3.0353500282617,-1.3386429464205,27.128740153352,1.3218757778268,5.1517647058823
South Africa,2016,29.90856691322,26.183574200385,47.134049296625,3.193879520165,-0.53111319267053,26.714687393055,0.66454140693762,2.5870416197975
South Africa,2017,29.859959395163,25.844125310855,48.588207887415,3.3244476027222,-0.69138648158557,26.535511792441,1.1579555032829,3.44125251243
South Africa,2018,30.152285501233,26.420025415076,51.536268526754,3.4914465203125,-0.24081356584458,26.66083898092,1.5567667517752,4.1078617363344
South Africa,2019,31.393811424573,26.321708278363,56.101331026574,3.7069451469952,-1.3651579992147,27.686866277578,0.25994234634496,4.5993583709538
South Africa,2020,34.615743747316,24.994359249017,68.927079363481,4.2097700747033,-5.4116144235962,30.405973672613,-6.1689254476819,5.4450922509224
South Africa,2021,32.542153296585,27.018169650432,68.671757325505,4.2954252989343,-1.2285583472186,28.246727997651,4.9550513101432,4.1643948191157
South Africa,2022,31.879800106678,27.623908997455,70.832465006882,4.5953591493012,0.33946804007797,27.284440957377,1.9114686345817,1.8511405382312
South Africa,2023,32.620839319258,26.777852852869,73.362829376396,5.0107673896086,-0.83221907678017,27.610071929649,0.69849792404843,2.8203535375202
Thailand,2005,19.579762498661,21.752802678167,45.461637460602,1.2183087250675,3.3913489045727,18.361453773594,4.1876384288434,0.92827256153139
Thailand,2006,18.738914792163,20.60557458719,39.177385154129,1.3664510839541,3.2331108789806,17.372463708209,4.9678108924611,0.68595811518325
Thailand,2007,19.999056128919,20.21900070295,35.985227317943,1.0551932387901,1.2751378128206,18.943862890129,5.4351516905081,2.7883333333334
Thailand,2008,19.226325815349,20.02735869264,34.946688897869,1.1111235407697,1.9121564180599,18.11520227458,1.7256988486633,-2.8263181076673
Thailand,2009,21.721836478278,19.507862616745,42.364117136258,1.0327050007849,-1.1812688607476,20.689131477493,-0.69061823230058,5.0539014111734
Thailand,2010,22.008857503187,20.939152991534,39.831361826195,1.1014931893861,0.03178867773325,20.907364313801,7.5133905326163,0.42744305772238
Thailand,2011,21.113401269366,21.207542801651,39.115938099962,1.1908842927719,1.2850258250562,19.922516976594,0.84013208305334,-0.52353962980098
Thailand,2012,22.251298313929,21.39081876275,41.929723248311,1.2098398233117,0.34936027213292,21.041458490617,7.2427962024964,0.49763411529373
Thailand,2013,21.64714412857,22.232089675315,42.190422332296,1.1191863689926,1.7041319157382,20.527957759577,2.6874955632056,1.7115163425807
Thailand,2014,22.198182820904,21.4863258521,43.3346002639,1.1240234859583,0.41216651715475,21.074159334945,0.98446886361954,0.83471050972195
Thailand,2015,22.291235015032,22.463888052309,42.558701233714,1.0062742088779,1.1789272461546,21.284960806154,3.1340472491162,3.3994421932487
Thailand,2016,21.371829343176,21.770223005934,41.745392200111,0.85209855598031,1.2504922187378,20.519730787196,3.4351577169218,2.4608065713724
Thailand,2017,21.495317578821,21.096768406609,41.777662241268,0.94198391989675,0.54343474768475,20.553333658924,4.1776810321001,1.658875897576
Thailand,2018,21.296926285301,21.472644009723,41.940783855835,1.0208166347878,1.1965343592095,20.276109650513,4.2228702874607,1.4176904156064
Thailand,2019,20.559964444951,20.981355256706,41.063067533851,1.0162326418727,1.4376234536279,19.543731803078,2.1145577962828,0.77220255799123
